monthYear,filename,x_network,y_network,component,class,walktrap_group,title,updated,entity,topic,winner,is_new,is_pick,subhead,related_suid,related_link,footnotes,overview,methodology,sources,data_updated,month,year,day,timeRow,timeCol,timeStack
2-2014,highest-grossing-best-picture-winners-since-1978-movies.csv,-0.544821038999209,-6.606169104653765,2,2_261,28,Highest Grossing Best Picture Winners Since 1978: Movies,2014-02-24,other,business,Titanic,NA,NA,Titanic is largest ship in ocean of Best Picture Oscars since 1978,NA,http://www.bloomberg.com/slideshow/2014-02-26/highest-grossing-best-picture-winners-since-1978.html#slide1,NA,Bloomberg ranked the 20 top-grossing movies based on Academy Awards' Best Picture winners since 1978.,Revenue from ticket sales was adjusted for inflation. Revenue from special editions and 3D versions was included in gross revenue.,IMDb/Box Office Mojo,2014-02-24,2,2014,24,1,7,13
2-2014,highest-grossing-best-visual-effects-winners-movies.csv,-0.18675262019119937,-6.518903627296502,2,2_261,28,Highest Grossing Best Visual Effects Winners: Movies,2014-02-24,other,business,Titanic,NA,NA,Titanic breaks through the ice as top-grossing Best Visual Effects Oscar winner over the last 20 years,NA,NA,NA,Bloomberg ranked the 20 top-grossing Academy Awards' Best Visual Effects movies since 1993.,Domestic box-office receipts were adjusted for inflation. Revenue from special editions and 3D versions was included in gross revenue.,IMDb/Box Office Mojo,2014-02-24,2,2014,24,2,7,14
2-2014,most-expensive-home-prices-us-neighborhoods.csv,0.4885119620674881,-2.5589198026209616,2,2_261,3,Most Expensive Home Prices: U.S. Neighborhoods,2014-02-24,places,economics,Pacific Palisades,NA,NA,"Though Flatiron is costliest per sq. ft., median sale price for Pacific Palisades was over $2M in Jan.",NA,NA,NA,Bloomberg ranked neighborhoods in U.S. cities based on the median home sale price in January 2014.,Prices were based on Zillow calculations of median sale prices of all home types and calculated only for neighborhoods with at least 10 sales in a month. Data were rounded.,Zillow,2014-02-24,2,2014,24,1,8,15
2-2014,highest-minimum-wage-countries.csv,0.0267229622896082,6.541163834542877,2,2_261,6,Highest Minimum Wage: Countries,2014-02-26,places,personal-finance,Luxembourg,NA,NA,Nine OECD countries have a higher minimum wage than that of the U.S.,NA,http://www.bloomberg.com/quicktake/minimum-wages/,NA,Bloomberg ranked countries in the OECD based on the 2013 real hourly minimum wage in U.S. dollars.,Growth rates in the minimum wage over the past decade are provided as well. Figures for France are for 2002 and 2012. Figures for Austria prior to 2009 are not available. Wages were adjusted for purchasing power parity and used 2012 U.S. dollars as the base year.,OECD,2014-02-26,2,2014,26,2,8,16
3-2014,highest-rents-paid-by-retailers-shopping-locations.csv,15.524942438205402,0.8739680364915828,11,11_2,NA,Highest Rents Paid by Retailers: Shopping Locations,2014-03-03,places,economics,Causeway Bay,NA,TRUE,"France is home to eight of the 50 costliest shopping locations in the world, more than any other country",NA,NA,NA,Bloomberg ranked global shopping locations based on the rental price in U.S. dollars per square foot in 2013 and identified the 50 costliest locations.,Data are based on Cushman & Wakefield's survey of their international offices.,Cushman & Wakefield: Main Streets Across the World 2012-2013 and 2013-2014,2014-03-03,3,2014,3,1,1,1
3-2014,highest-retail-rents-by-country-shopping-locations.csv,15.487861936406835,1.3391246767480578,11,11_2,NA,Highest Retail Rents by Country: Shopping Locations,2014-03-03,places,economics,Causeway Bay,NA,TRUE,Causeway Bay shops pay most per square foot though Champs-Elysees rents have increased more,NA,NA,NA,Bloomberg ranked global shopping locations based on the rental price in U.S. dollars per square foot in 2013 and identified the most expensive locations in 64 countries.,Data are based on Cushman & Wakefield's survey of their international offices. Data for 2012 were included for comparison if available.,Cushman & Wakefield: Main Streets Across the World 2012-2013 and 2013-2014,2014-03-03,3,2014,3,2,1,2
3-2014,greatest-growth-in-home-prices-us-neighborhoods.csv,-1.1921273573715523,-1.903781883258438,2,2_261,3,Greatest Growth in Home Prices: U.S. Neighborhoods,2014-03-04,places,economics,Battery Park,NA,TRUE,Battery Park had the highest year-over-year sales-price growth in January,NA,http://www.bloomberg.com/money-gallery/2014-03-20/house-rich-neighborhoods-with-the-biggest-price-jumps.html,NA,Bloomberg ranked neighborhoods in U.S. cities based on the year-over-year increase in median home sale prices from January 2013 to January 2014.,"Increases were based on Zillow calculations of median sale prices of all home types and calculated only for neighborhoods with at least 10 sales a month. Only neighborhoods with median sale prices of at least $250,000 in January 2014 were included. Data were rounded.",Zillow,2014-03-04,3,2014,4,1,2,3
3-2014,most-expensive-at-auction-vintage-watches.csv,2.9052222281480033,-6.290478697746696,2,2_261,12,Most Expensive at Auction: Vintage Watches,2014-03-10,other,investing,Patek Philippe Ref. 1415 World Time,NA,TRUE,Geneva watchmaker Patek Philippe produced the 10 priciest vintage watches auctioned by Antiquorum,NA,NA,NA,"Bloomberg ranked the most expensive vintage watches sold at auction by Antiquorum based on the auction price converted to U.S. dollars, then adjusted for inflation.","The original price in Swiss francs was converted to dollars by Antiquorum at the midpoint exchange rate during the month of sale, except for the No. 9-ranked watch which sold in dollars. Vintage watches are those produced from 1985 and earlier. Reference is a model number used to identify the style of a timepiece. Reference numbers weren't used for some early watches. Year refers to the earliest of the date the watch was made, the date the series began or the date the watch first sold. Auctioneer's descriptions are summaries of more detailed illustrations provided by Antiquorum.","Bloomberg, Antiquorum, Federal Reserve Bank of Minneapolis (inflation adjustment)",2014-03-10,3,2014,10,2,2,4
3-2014,most-people-w-slash-disposable-income-of-usd-200k-plus-countries.csv,4.72416691274456,5.5657572763835725,2,2_261,7,Most People w/ Disposable Income of USD 200K+: Countries,2014-03-10,places,personal-finance,Australia,NA,TRUE,"Australia has the highest percentage of households with disposable income greater than $200,000",NA,NA,NA,"Bloomberg ranked countries based on the percentage of households expected to have disposable income of more than $200,000 U.S. dollars in 2017.",The top 25 are shown. Figures for 2013 and 2009 are provided for comparison.,Euromonitor,2014-03-10,3,2014,10,1,3,5
3-2014,ukraines-biggest-trading-partners-countries.csv,4.178203411202052,-3.8420344471717947,2,2_261,8,Ukraine's Biggest Trading Partners: Countries,2014-03-24,places,business,Russia,NA,NA,Ukraine sends 27% of its exports to Russia and depends on Russia for 32% of imports,NA,NA,NA,Bloomberg ranked Ukraine's trading partners based on total trade in the third quarter of 2013.,"The price of five-year sovereign credit default swap contracts as of March 24, 2014, and the price change over three months are shown as well. An increase in CDS price indicates greater perceived risk. A basis point is the equivalent of 0.01 percentage point. CDS prices for Belarus were not available because there isn't enough liquidity to generate effective composite pricing.",Bloomberg,2014-03-24,3,2014,24,2,3,6
3-2014,the-brita-index-highest-cost-of-safe-water-countries.csv,-7.7051409445390915,-8.776190669626661,2,2_261,15,The Brita IndexÃ¢â‚¬â€Highest Cost of Safe Water: Countries,2014-03-25,places,economics,Ukraine,NA,TRUE,A Ukrainian must work 57 hours to afford clean water for a year; a Luxembourger just two,NA,NA,NA,Bloomberg ranked countries based on the affordability of making drinking water clean: the hours of work necessary to purchase one standard 2.4 to 2.5 liter (10-cup) Brita pitcher plus replacement cartridges for approximately one year.,"To calculate GDP per hour, GDP per capita was divided by 2,000, the number of hours an individual is assumed to work each year (40 hours per week, 50 weeks per year). The cost of the Brita was divided by GDP per hour to get the hours needed for purchase. Data were collected in local currency and converted to U.S. dollars at the 60-day moving average rate since January 1, 2014. Brita is available in more than 60 countries.","Bloomberg, Brita International, International Monetary Fund",2014-03-25,3,2014,25,1,4,7
3-2014,lowest-percentage-of-minimum-wage-workers-states.csv,2.7581220844122627,4.676394578292158,2,2_261,6,Lowest Percentage of Minimum-Wage Workers: States,2014-03-26,places,personal-finance,Oregon,NA,TRUE,"Oregon, which has the lowest share of minimum-wage workers in the U.S., is 16th highest in poverty",NA,NA,NA,"Bloomberg ranked the 50 states and the District of Columbia based on the percentage of workers paid at or below the federal minimum wage of $7.25 an hour. (Employees earning tips, full-time students, certain disabled workers and others can be exempted from the federal minimum.)",States were arranged in order of smallest to highest percentage. The percentage of the state's population living in poverty and the number of people living in poverty per 100 minimum-wage workers were calculated as well.,"Bureau of Labor Statistics, U.S. Census",2014-03-26,3,2014,26,2,4,8
3-2014,fifteen-largest-video-game-ipos-stocks.csv,-6.600047962905946,-2.3314410831802284,2,2_261,4,Fifteen Largest Video Game IPOs: Stocks,2014-03-26,companies,business,Zynga,NA,TRUE,"King Digital Entertainment, creator of Candy Crush, is No. 2 as Zynga remains the largest",NA,NA,NA,Bloomberg ranked video-game company initial public offerings in the U.S. based on their value and listed the top 15.,"Included were entertainment software or home-entertainment software companies in the communications or technology sectors. Adjusted value was provided for comparison. The start date for Activision Blizzard's total return was October 25, 1993, the day the company listed on NASDAQ.","Bloomberg, Federal Reserve Bank of Minneapolis (inflation adjustment)",2014-03-26,3,2014,26,1,5,9
